# blue
-30 -20
30 -20
30 20
-30 20
-30 -20

# white
8.3088 -1.7929
15 0
8.3088 1.7929
8.3088 1.7929
8.34502 1.61592
8.37748 1.43822
8.40615 1.25986
8.43103 1.08094
8.45209 0.901525
8.46934 0.721706
8.48277 0.54156
8.49236 0.361169
8.49812 0.180616
8.50004 -1.95427e-05
8.49812 -0.180655
8.49236 -0.361208
8.48277 -0.541599
8.46934 -0.721744
8.45209 -0.901564
8.43102 -1.08098
8.40615 -1.2599
8.37747 -1.43826
8.34502 -1.61596
8.30879 -1.79294

# white
8.09208 2.6017
12.9904 7.5
6.29918 5.7071
6.29918 5.7071
6.41904 5.57194
6.536 5.43427
6.65001 5.29415
6.76101 5.15163
6.86897 5.00679
6.97381 4.85969
7.07551 4.71039
7.17402 4.55896
7.26928 4.40548
7.36126 4.25
7.44991 4.09261
7.5352 3.93336
7.61709 3.77234
7.69554 3.60962
7.77051 3.44527
7.84197 3.27936
7.90989 3.11197
7.97423 2.94317
8.03498 2.77304
8.09209 2.60167

# white
5.7071 6.29918
7.5 12.9904
2.6017 8.09208
2.6017 8.09208
2.77308 8.03497
2.94321 7.97422
3.112 7.90987
3.27939 7.84195
3.4453 7.77049
3.60966 7.69552
3.77238 7.61707
3.9334 7.53519
4.09264 7.44989
4.25004 7.36124
4.40551 7.26926
4.559 7.174
4.71042 7.07549
4.85972 6.97379
5.00682 6.86894
5.15166 6.76099
5.29418 6.64999
5.4343 6.53598
5.57197 6.41902
5.70713 6.29916

# white
1.7929 8.3088
9.18485e-16 15
-1.7929 8.3088
-1.7929 8.3088
-1.61592 8.34502
-1.43822 8.37748
-1.25986 8.40615
-1.08094 8.43103
-0.901525 8.45209
-0.721706 8.46934
-0.54156 8.48277
-0.361169 8.49236
-0.180616 8.49812
1.95427e-05 8.50004
0.180655 8.49812
0.361208 8.49236
0.541599 8.48277
0.721744 8.46934
0.901564 8.45209
1.08098 8.43102
1.2599 8.40615
1.43826 8.37747
1.61596 8.34502
1.79294 8.30879

# white
-2.6017 8.09208
-7.5 12.9904
-5.7071 6.29918
-5.7071 6.29918
-5.57194 6.41904
-5.43427 6.536
-5.29415 6.65001
-5.15163 6.76101
-5.00679 6.86897
-4.85969 6.97381
-4.71039 7.07551
-4.55896 7.17402
-4.40548 7.26928
-4.25 7.36126
-4.09261 7.44991
-3.93336 7.5352
-3.77234 7.61709
-3.60962 7.69554
-3.44527 7.77051
-3.27936 7.84197
-3.11197 7.90989
-2.94317 7.97423
-2.77304 8.03498
-2.60167 8.09209

# white
-6.29918 5.7071
-12.9904 7.5
-8.09208 2.6017
-8.09208 2.6017
-8.03497 2.77308
-7.97422 2.94321
-7.90987 3.112
-7.84195 3.27939
-7.77049 3.4453
-7.69552 3.60966
-7.61707 3.77238
-7.53519 3.9334
-7.44989 4.09264
-7.36124 4.25004
-7.26926 4.40551
-7.174 4.559
-7.07549 4.71042
-6.97379 4.85972
-6.86894 5.00682
-6.76099 5.15166
-6.64999 5.29418
-6.53598 5.4343
-6.41902 5.57197
-6.29916 5.70713

# white
-8.3088 1.7929
-15 1.83697e-15
-8.3088 -1.7929
-8.3088 -1.7929
-8.34502 -1.61592
-8.37748 -1.43822
-8.40615 -1.25986
-8.43103 -1.08094
-8.45209 -0.901525
-8.46934 -0.721706
-8.48277 -0.54156
-8.49236 -0.361169
-8.49812 -0.180616
-8.50004 1.95427e-05
-8.49812 0.180655
-8.49236 0.361208
-8.48277 0.541599
-8.46934 0.721744
-8.45209 0.901564
-8.43102 1.08098
-8.40615 1.2599
-8.37747 1.43826
-8.34502 1.61596
-8.30879 1.79294

# white
-8.09208 -2.6017
-12.9904 -7.5
-6.29918 -5.7071
-6.29918 -5.7071
-6.41904 -5.57194
-6.536 -5.43427
-6.65001 -5.29415
-6.76101 -5.15163
-6.86897 -5.00679
-6.97381 -4.85969
-7.07551 -4.71039
-7.17402 -4.55896
-7.26928 -4.40548
-7.36126 -4.25
-7.44991 -4.09261
-7.5352 -3.93336
-7.61709 -3.77234
-7.69554 -3.60962
-7.77051 -3.44527
-7.84197 -3.27936
-7.90989 -3.11197
-7.97423 -2.94317
-8.03498 -2.77304
-8.09209 -2.60167

# white
-5.7071 -6.29918
-7.5 -12.9904
-2.6017 -8.09208
-2.6017 -8.09208
-2.77308 -8.03497
-2.94321 -7.97422
-3.112 -7.90987
-3.27939 -7.84195
-3.4453 -7.77049
-3.60966 -7.69552
-3.77238 -7.61707
-3.9334 -7.53519
-4.09264 -7.44989
-4.25004 -7.36124
-4.40551 -7.26926
-4.559 -7.174
-4.71042 -7.07549
-4.85972 -6.97379
-5.00682 -6.86894
-5.15166 -6.76099
-5.29418 -6.64999
-5.4343 -6.53598
-5.57197 -6.41902
-5.70713 -6.29916

# white
-1.7929 -8.3088
-2.75546e-15 -15
1.7929 -8.3088
1.7929 -8.3088
1.61592 -8.34502
1.43822 -8.37748
1.25986 -8.40615
1.08094 -8.43103
0.901525 -8.45209
0.721706 -8.46934
0.54156 -8.48277
0.361169 -8.49236
0.180616 -8.49812
-1.95427e-05 -8.50004
-0.180655 -8.49812
-0.361208 -8.49236
-0.541599 -8.48277
-0.721744 -8.46934
-0.901564 -8.45209
-1.08098 -8.43102
-1.2599 -8.40615
-1.43826 -8.37747
-1.61596 -8.34502
-1.79294 -8.30879

# white
2.6017 -8.09208
7.5 -12.9904
5.7071 -6.29918
5.7071 -6.29918
5.57194 -6.41904
5.43427 -6.536
5.29415 -6.65001
5.15163 -6.76101
5.00679 -6.86897
4.85969 -6.97381
4.71039 -7.07551
4.55896 -7.17402
4.40548 -7.26928
4.25 -7.36126
4.09261 -7.44991
3.93336 -7.5352
3.77234 -7.61709
3.60962 -7.69554
3.44527 -7.77051
3.27936 -7.84197
3.11197 -7.90989
2.94317 -7.97423
2.77304 -8.03498
2.60167 -8.09209

# white
6.29918 -5.7071
12.9904 -7.5
8.09208 -2.6017
8.09208 -2.6017
8.03497 -2.77308
7.97422 -2.94321
7.90987 -3.112
7.84195 -3.27939
7.77049 -3.4453
7.69552 -3.60966
7.61707 -3.77238
7.53519 -3.9334
7.44989 -4.09264
7.36124 -4.25004
7.26926 -4.40551
7.174 -4.559
7.07549 -4.71042
6.97379 -4.85972
6.86894 -5.00682
6.76099 -5.15166
6.64999 -5.29418
6.53598 -5.4343
6.41902 -5.57197
6.29916 -5.70713

# white
7.5 0
7.4852 0.470929
7.44086 0.939999
7.36715 1.40536
7.26437 1.86517
7.13292 2.31763
6.97332 2.76093
6.7862 3.19334
6.5723 3.61315
6.33246 4.0187
6.06763 4.40839
5.77885 4.78068
5.46726 5.1341
5.1341 5.46726
4.78068 5.77885
4.40839 6.06763
4.0187 6.33246
3.61315 6.5723
3.19334 6.7862
2.76093 6.97332
2.31763 7.13292
1.86517 7.26437
1.40536 7.36715
0.939999 7.44086
0.470929 7.4852
4.59243e-16 7.5
-0.470929 7.4852
-0.939999 7.44086
-1.40536 7.36715
-1.86517 7.26437
-2.31763 7.13292
-2.76093 6.97332
-3.19334 6.7862
-3.61315 6.5723
-4.0187 6.33246
-4.40839 6.06763
-4.78068 5.77885
-5.1341 5.46726
-5.46726 5.1341
